N,Origin,Destination,year,mean_trueflows,median_trueflows,q2.5_trueflows,q97.5_trueflows
3385,Bolivia,Venezuela,2005,260,258,88,705
3386,Brazil,Venezuela,2005,781,789,278,2036
3387,Chile,Venezuela,2005,504,493,162,1479
3388,Colombia,Venezuela,2005,45490,44679,14168,140810
3389,Ecuador,Venezuela,2005,1600,1496,640,5555
3390,Paraguay,Venezuela,2005,64,64,27,146
3391,Peru,Venezuela,2005,1850,1915,642,4398
3392,Uruguay,Venezuela,2005,77,79,30,182
3393,USA,Venezuela,2005,2787,2799,1111,8789
3394,Canada,Venezuela,2005,278,262,95,941
3395,Spain,Venezuela,2005,1819,1743,688,5138
3396,America,Venezuela,2005,8372,8280,2619,21404
3397,Africa,Venezuela,2005,701,740,307,1708
3398,Asia,Venezuela,2005,3736,4043,1247,9513
3399,Europe,Venezuela,2005,4408,4390,1679,14484
3400,Oceania,Venezuela,2005,457,469,186,1065
3401,Bolivia,Argentina,2006,11119,11371,4683,22781
3402,Brazil,Argentina,2006,1566,1606,775,3261
3403,Chile,Argentina,2006,2173,2243,879,4544
3404,Colombia,Argentina,2006,1598,1708,697,3126
3405,Ecuador,Argentina,2006,408,409,189,951
3406,Paraguay,Argentina,2006,20007,20440,9174,36845
3407,Peru,Argentina,2006,10121,10260,5296,19890
3408,Uruguay,Argentina,2006,1620,1579,854,3599
3409,Venezuela,Argentina,2006,504,515,234,1021
3410,USA,Argentina,2006,1591,1542,688,3554
3411,Canada,Argentina,2006,121,119,62,254
3412,Spain,Argentina,2006,1445,1426,698,3507
3413,America,Argentina,2006,1653,1597,746,3645
3414,Africa,Argentina,2006,192,192,99,445
3415,Asia,Argentina,2006,1061,1114,472,2122
3416,Europe,Argentina,2006,2489,2540,1219,5588
3417,Oceania,Argentina,2006,82,83,39,170
3418,Argentina,Bolivia,2006,5862,5747,2488,16179
3419,Brazil,Bolivia,2006,2442,2374,1025,5149
3420,Chile,Bolivia,2006,484,476,203,1357
3421,Colombia,Bolivia,2006,188,186,77,483
3422,Ecuador,Bolivia,2006,79,80,28,198
3423,Paraguay,Bolivia,2006,227,234,96,619
3424,Peru,Bolivia,2006,717,686,272,1912
3425,Uruguay,Bolivia,2006,25,26,11,56
3426,Venezuela,Bolivia,2006,97,101,35,241
3427,USA,Bolivia,2006,1170,1185,468,2775
3428,Canada,Bolivia,2006,85,81,36,216
3429,Spain,Bolivia,2006,2147,2163,828,6783
3430,America,Bolivia,2006,694,662,265,2288
3431,Africa,Bolivia,2006,46,48,18,107
3432,Asia,Bolivia,2006,310,328,106,682
3433,Europe,Bolivia,2006,867,922,316,2042
3434,Oceania,Bolivia,2006,20,20,8,50
3435,Argentina,Brazil,2006,2966,3107,1153,6719
3436,Bolivia,Brazil,2006,4635,4582,2136,9292
3437,Chile,Brazil,2006,868,869,431,2125
3438,Colombia,Brazil,2006,1064,1026,521,2503
3439,Ecuador,Brazil,2006,273,265,114,692
3440,Paraguay,Brazil,2006,10362,10588,4752,24637
3441,Peru,Brazil,2006,1319,1347,613,3166
3442,Uruguay,Brazil,2006,1657,1669,770,3330
3443,Venezuela,Brazil,2006,741,752,303,1717
3444,USA,Brazil,2006,13332,13298,6003,31006
3445,Canada,Brazil,2006,774,744,347,1882
3446,Spain,Brazil,2006,2651,2613,1116,6474
3447,America,Brazil,2006,2435,2433,1093,5501
3448,Africa,Brazil,2006,2547,2500,1151,5244
3449,Asia,Brazil,2006,15639,14757,7007,40325
3450,Europe,Brazil,2006,19483,19151,8530,53171
3451,Oceania,Brazil,2006,434,438,190,996
3452,Argentina,Chile,2006,35687,36165,9768,120250
3453,Bolivia,Chile,2006,4416,4204,1701,13006
3454,Brazil,Chile,2006,2220,2253,898,5707
3455,Colombia,Chile,2006,4320,4688,1198,13389
3456,Ecuador,Chile,2006,9486,9210,2901,39498
3457,Paraguay,Chile,2006,455,456,210,1041
3458,Peru,Chile,2006,43559,42869,11219,131110
3459,Uruguay,Chile,2006,459,474,188,1227
3460,Venezuela,Chile,2006,3723,3944,1273,8379
3461,USA,Chile,2006,3427,3305,1598,7985
3462,Canada,Chile,2006,858,848,350,2100
3463,Spain,Chile,2006,3119,3142,1301,7289
3464,America,Chile,2006,5050,5174,2266,13762
3465,Africa,Chile,2006,321,308,137,803
3466,Asia,Chile,2006,1945,2004,687,5278
3467,Europe,Chile,2006,5203,4898,2506,14344
3468,Oceania,Chile,2006,730,711,341,1825
3469,Argentina,Colombia,2006,908,948,353,2395
3470,Bolivia,Colombia,2006,169,163,56,409
3471,Brazil,Colombia,2006,675,646,305,1858
3472,Chile,Colombia,2006,456,444,196,1122
3473,Ecuador,Colombia,2006,4020,4061,1603,8149
3474,Paraguay,Colombia,2006,46,46,17,137
3475,Peru,Colombia,2006,882,882,413,2007
3476,Uruguay,Colombia,2006,80,78,34,244
3477,Venezuela,Colombia,2006,37424,37711,13002,94936
3478,USA,Colombia,2006,10328,10680,4024,24929
3479,Canada,Colombia,2006,647,674,201,1976
3480,Spain,Colombia,2006,3660,3920,1324,8266
3481,America,Colombia,2006,4008,4063,1674,8876
3482,Africa,Colombia,2006,177,174,80,485
3483,Asia,Colombia,2006,1083,1069,470,2474
3484,Europe,Colombia,2006,3465,3306,1483,9419
3485,Oceania,Colombia,2006,365,354,159,928
3486,Argentina,Ecuador,2006,212,204,95,442
3487,Bolivia,Ecuador,2006,55,57,25,113
3488,Brazil,Ecuador,2006,100,101,43,213
3489,Chile,Ecuador,2006,267,268,126,573
3490,Colombia,Ecuador,2006,5284,5248,2505,11078
3491,Paraguay,Ecuador,2006,13,13,6,30
3492,Peru,Ecuador,2006,971,975,529,1772
3493,Uruguay,Ecuador,2006,17,17,8,36
3494,Venezuela,Ecuador,2006,391,389,189,837
3495,USA,Ecuador,2006,3058,3120,1367,6421
3496,Canada,Ecuador,2006,103,100,48,239
3497,Spain,Ecuador,2006,2269,2293,1029,4988
3498,America,Ecuador,2006,714,680,357,1368
3499,Africa,Ecuador,2006,31,29,13,80
3500,Asia,Ecuador,2006,343,355,159,793
3501,Europe,Ecuador,2006,1308,1317,523,2945
3502,Oceania,Ecuador,2006,455,463,233,965
3503,Argentina,Paraguay,2006,20126,19439,5911,67657
3504,Bolivia,Paraguay,2006,185,184,66,477
3505,Brazil,Paraguay,2006,3169,3055,874,9531
3506,Chile,Paraguay,2006,270,284,82,928
3507,Colombia,Paraguay,2006,78,81,19,296
3508,Ecuador,Paraguay,2006,22,23,7,64
3509,Peru,Paraguay,2006,146,149,38,492
3510,Uruguay,Paraguay,2006,261,254,78,935
3511,Venezuela,Paraguay,2006,32,30,9,155
3512,USA,Paraguay,2006,495,478,168,1947
3513,Canada,Paraguay,2006,112,112,34,433
3514,Spain,Paraguay,2006,165,147,48,581
3515,America,Paraguay,2006,222,202,82,794
3516,Africa,Paraguay,2006,39,39,10,120
3517,Asia,Paraguay,2006,395,399,116,1146
3518,Europe,Paraguay,2006,501,504,151,1768
3519,Oceania,Paraguay,2006,9,9,3,31
3520,Argentina,Peru,2006,2897,2762,1542,5327
3521,Bolivia,Peru,2006,883,885,464,1671
3522,Brazil,Peru,2006,779,810,339,1487
3523,Chile,Peru,2006,1539,1560,853,2823
3524,Colombia,Peru,2006,959,943,455,1844
3525,Ecuador,Peru,2006,592,607,274,1218
3526,Paraguay,Peru,2006,73,72,40,143
3527,Uruguay,Peru,2006,91,86,42,207
3528,Venezuela,Peru,2006,1187,1169,623,2532
3529,USA,Peru,2006,2792,2844,1478,6023
3530,Canada,Peru,2006,234,227,104,485
3531,Spain,Peru,2006,1178,1184,578,2352
3532,America,Peru,2006,916,927,474,1661
3533,Africa,Peru,2006,76,76,40,171
3534,Asia,Peru,2006,1452,1515,643,2509
3535,Europe,Peru,2006,2135,2114,1158,4793
3536,Oceania,Peru,2006,94,96,47,170
3537,Argentina,Uruguay,2006,3119,3141,858,7615
3538,Bolivia,Uruguay,2006,62,58,23,176
3539,Brazil,Uruguay,2006,1415,1353,536,3377
3540,Chile,Uruguay,2006,280,270,100,726
3541,Colombia,Uruguay,2006,105,108,35,289
3542,Ecuador,Uruguay,2006,70,69,23,191
3543,Paraguay,Uruguay,2006,213,217,69,539
3544,Peru,Uruguay,2006,153,151,53,451
3545,Venezuela,Uruguay,2006,189,183,72,460
3546,USA,Uruguay,2006,2025,2060,855,5709
3547,Canada,Uruguay,2006,176,180,65,471
3548,Spain,Uruguay,2006,2273,2250,851,6885
3549,America,Uruguay,2006,894,871,303,2308
3550,Africa,Uruguay,2006,165,165,53,422
3551,Asia,Uruguay,2006,362,367,123,931
3552,Europe,Uruguay,2006,1030,984,368,2732
3553,Oceania,Uruguay,2006,176,171,76,372
3554,Argentina,Venezuela,2006,442,461,169,1088
3555,Bolivia,Venezuela,2006,215,218,72,555
3556,Brazil,Venezuela,2006,795,788,305,2078
3557,Chile,Venezuela,2006,472,469,175,1290
3558,Colombia,Venezuela,2006,45077,46293,15687,152109
3559,Ecuador,Venezuela,2006,1405,1478,476,3842
3560,Paraguay,Venezuela,2006,42,41,17,133
3561,Peru,Venezuela,2006,1517,1440,479,4316
3562,Uruguay,Venezuela,2006,67,66,22,201
3563,USA,Venezuela,2006,3066,2917,1219,7590
3564,Canada,Venezuela,2006,265,277,87,665
3565,Spain,Venezuela,2006,1920,1855,650,6107
3566,America,Venezuela,2006,8683,8670,3238,24144
3567,Africa,Venezuela,2006,798,816,284,2034
3568,Asia,Venezuela,2006,3565,3506,1363,9799
3569,Europe,Venezuela,2006,4177,4071,1529,10530
3570,Oceania,Venezuela,2006,388,388,126,1084
3571,Bolivia,Argentina,2007,12475,11798,6176,27122
3572,Brazil,Argentina,2007,1464,1423,782,3090
3573,Chile,Argentina,2007,2000,2000,876,4234
3574,Colombia,Argentina,2007,1677,1731,763,4175
3575,Ecuador,Argentina,2007,402,408,214,752
3576,Paraguay,Argentina,2007,20818,20971,8790,46068
3577,Peru,Argentina,2007,11447,11881,4900,24103
3578,Uruguay,Argentina,2007,1551,1611,747,2768
3579,Venezuela,Argentina,2007,591,573,265,1201
3580,USA,Argentina,2007,1615,1590,718,3456
3581,Canada,Argentina,2007,132,127,65,280
3582,Spain,Argentina,2007,1526,1471,688,3916
3583,America,Argentina,2007,1646,1579,839,3696
3584,Africa,Argentina,2007,201,201,92,381
3585,Asia,Argentina,2007,1105,1069,547,2259
3586,Europe,Argentina,2007,2450,2387,1075,5327
3587,Oceania,Argentina,2007,87,85,43,201
3588,Argentina,Bolivia,2007,6240,6024,1853,15263
3589,Brazil,Bolivia,2007,2431,2433,956,6198
3590,Chile,Bolivia,2007,443,419,187,1424
3591,Colombia,Bolivia,2007,192,201,61,560
3592,Ecuador,Bolivia,2007,99,98,43,312
3593,Paraguay,Bolivia,2007,238,248,91,691
3594,Peru,Bolivia,2007,654,636,270,1706
3595,Uruguay,Bolivia,2007,27,26,10,63
3596,Venezuela,Bolivia,2007,97,98,38,268
3597,USA,Bolivia,2007,1073,1031,436,3227
3598,Canada,Bolivia,2007,91,88,36,292
3599,Spain,Bolivia,2007,2315,2238,1006,6075
3600,America,Bolivia,2007,686,688,223,1903
3601,Africa,Bolivia,2007,44,43,17,137
3602,Asia,Bolivia,2007,306,315,113,823
3603,Europe,Bolivia,2007,809,771,295,2574
3604,Oceania,Bolivia,2007,20,21,7,47
3605,Argentina,Brazil,2007,2376,2174,1202,5613
3606,Bolivia,Brazil,2007,5214,5226,2471,11556
3607,Chile,Brazil,2007,984,979,408,2250
3608,Colombia,Brazil,2007,1049,1071,453,2554
3609,Ecuador,Brazil,2007,216,225,102,498
3610,Paraguay,Brazil,2007,10818,10623,4184,28934
3611,Peru,Brazil,2007,1402,1400,695,2776
3612,Uruguay,Brazil,2007,1621,1530,744,3796
3613,Venezuela,Brazil,2007,835,814,384,1791
3614,USA,Brazil,2007,17385,16820,7769,40441
3615,Canada,Brazil,2007,783,811,336,2263
3616,Spain,Brazil,2007,2940,2870,1250,7310
3617,America,Brazil,2007,2080,1992,927,5565
3618,Africa,Brazil,2007,2123,2101,1067,5052
3619,Asia,Brazil,2007,14475,14897,6794,31357
3620,Europe,Brazil,2007,19129,19131,9408,43830
3621,Oceania,Brazil,2007,617,614,240,1232
3622,Argentina,Chile,2007,35614,36636,9236,112734
3623,Bolivia,Chile,2007,4749,4512,1445,16624
3624,Brazil,Chile,2007,1946,1881,872,5077
3625,Colombia,Chile,2007,4590,4462,1149,19425
3626,Ecuador,Chile,2007,9823,9934,2961,40052
3627,Paraguay,Chile,2007,441,428,198,1042
3628,Peru,Chile,2007,51099,51767,13061,163855
3629,Uruguay,Chile,2007,425,437,165,1032
3630,Venezuela,Chile,2007,3803,3604,1653,10595
3631,USA,Chile,2007,2998,3091,1240,7193
3632,Canada,Chile,2007,771,781,346,1880
3633,Spain,Chile,2007,2727,2844,1116,7160
3634,America,Chile,2007,4917,4927,2045,13674
3635,Africa,Chile,2007,301,310,121,603
3636,Asia,Chile,2007,1775,1778,881,4370
3637,Europe,Chile,2007,4679,4763,2071,11691
3638,Oceania,Chile,2007,784,803,367,1911
3639,Argentina,Colombia,2007,953,907,357,2390
3640,Bolivia,Colombia,2007,155,144,59,494
3641,Brazil,Colombia,2007,732,765,226,2305
3642,Chile,Colombia,2007,489,483,199,1082
3643,Ecuador,Colombia,2007,3616,3554,1632,9508
3644,Paraguay,Colombia,2007,45,45,19,120
3645,Peru,Colombia,2007,869,875,354,2185
3646,Uruguay,Colombia,2007,78,75,28,202
3647,Venezuela,Colombia,2007,42401,42403,16703,102739
3648,USA,Colombia,2007,8935,8836,3070,21114
3649,Canada,Colombia,2007,638,622,236,1594
3650,Spain,Colombia,2007,3633,3723,1207,10340
3651,America,Colombia,2007,3702,3839,1069,9926
3652,Africa,Colombia,2007,190,189,57,560
3653,Asia,Colombia,2007,1165,1169,371,3135
3654,Europe,Colombia,2007,3661,3768,1248,8723
3655,Oceania,Colombia,2007,379,403,100,1013
3656,Argentina,Ecuador,2007,216,209,102,557
3657,Bolivia,Ecuador,2007,58,56,29,127
3658,Brazil,Ecuador,2007,95,95,43,255
3659,Chile,Ecuador,2007,266,265,122,510
3660,Colombia,Ecuador,2007,5198,5028,2652,11704
3661,Paraguay,Ecuador,2007,14,14,6,30
3662,Peru,Ecuador,2007,945,942,425,1913
3663,Uruguay,Ecuador,2007,17,17,7,34
3664,Venezuela,Ecuador,2007,394,382,212,846
3665,USA,Ecuador,2007,2831,2861,1238,5834
3666,Canada,Ecuador,2007,119,122,53,227
3667,Spain,Ecuador,2007,2611,2578,1241,5959
3668,America,Ecuador,2007,757,710,348,1502
3669,Africa,Ecuador,2007,33,32,15,76
3670,Asia,Ecuador,2007,353,346,161,750
3671,Europe,Ecuador,2007,1168,1130,437,2854
3672,Oceania,Ecuador,2007,546,545,229,1224
3673,Argentina,Paraguay,2007,23278,22821,7670,75603
3674,Bolivia,Paraguay,2007,194,190,57,631
3675,Brazil,Paraguay,2007,3296,3569,1063,10152
3676,Chile,Paraguay,2007,314,294,102,1072
3677,Colombia,Paraguay,2007,101,105,22,303
3678,Ecuador,Paraguay,2007,27,27,10,77
3679,Peru,Paraguay,2007,162,153,45,819
3680,Uruguay,Paraguay,2007,226,239,56,817
3681,Venezuela,Paraguay,2007,37,40,11,134
3682,USA,Paraguay,2007,555,531,166,2070
3683,Canada,Paraguay,2007,116,112,32,361
3684,Spain,Paraguay,2007,215,211,61,711
3685,America,Paraguay,2007,235,217,67,965
3686,Africa,Paraguay,2007,41,39,10,140
3687,Asia,Paraguay,2007,466,469,124,1636
3688,Europe,Paraguay,2007,505,536,134,1517
3689,Oceania,Paraguay,2007,10,10,3,34
3690,Argentina,Peru,2007,1518,1488,692,2864
3691,Bolivia,Peru,2007,781,799,363,1626
3692,Brazil,Peru,2007,528,532,230,1089
3693,Chile,Peru,2007,1125,1122,593,2061
3694,Colombia,Peru,2007,1003,994,526,2458
3695,Ecuador,Peru,2007,832,865,360,1637
3696,Paraguay,Peru,2007,64,66,32,133
3697,Uruguay,Peru,2007,83,84,41,175
3698,Venezuela,Peru,2007,1375,1437,731,2602
3699,USA,Peru,2007,2572,2555,1276,5062
3700,Canada,Peru,2007,214,213,107,404
3701,Spain,Peru,2007,1115,1074,599,2553
3702,America,Peru,2007,864,863,437,1738
3703,Africa,Peru,2007,72,75,34,145
3704,Asia,Peru,2007,1164,1207,644,2410
3705,Europe,Peru,2007,1908,1867,917,3745
3706,Oceania,Peru,2007,94,91,54,192
3707,Argentina,Uruguay,2007,2631,2794,1013,5927
3708,Bolivia,Uruguay,2007,59,57,27,127
3709,Brazil,Uruguay,2007,1214,1216,588,2756
3710,Chile,Uruguay,2007,220,227,92,472
3711,Colombia,Uruguay,2007,106,110,51,240
3712,Ecuador,Uruguay,2007,53,50,24,112
3713,Paraguay,Uruguay,2007,218,215,110,450
3714,Peru,Uruguay,2007,172,169,71,376
3715,Venezuela,Uruguay,2007,139,139,61,308
3716,USA,Uruguay,2007,1648,1694,613,3951
3717,Canada,Uruguay,2007,131,132,61,303
3718,Spain,Uruguay,2007,1573,1463,790,3910
3719,America,Uruguay,2007,512,505,184,1225
3720,Africa,Uruguay,2007,105,106,41,239
3721,Asia,Uruguay,2007,214,212,102,521
3722,Europe,Uruguay,2007,753,737,338,2059
3723,Oceania,Uruguay,2007,139,137,59,339
3724,Argentina,Venezuela,2007,378,369,171,991
3725,Bolivia,Venezuela,2007,292,289,122,827
3726,Brazil,Venezuela,2007,569,568,271,1256
3727,Chile,Venezuela,2007,317,305,146,666
3728,Colombia,Venezuela,2007,42095,41459,18180,135191
3729,Ecuador,Venezuela,2007,1061,1038,459,2570
3730,Paraguay,Venezuela,2007,55,57,21,121
3731,Peru,Venezuela,2007,1389,1368,556,3588
3732,Uruguay,Venezuela,2007,73,76,30,179
3733,USA,Venezuela,2007,1828,1786,815,4330
3734,Canada,Venezuela,2007,178,177,77,442
3735,Spain,Venezuela,2007,1235,1180,527,2769
3736,America,Venezuela,2007,6191,6411,2389,14302
3737,Africa,Venezuela,2007,619,602,256,1634
3738,Asia,Venezuela,2007,3396,3247,1490,8662
3739,Europe,Venezuela,2007,3248,3303,1304,7982
3740,Oceania,Venezuela,2007,356,372,145,856
3741,Bolivia,Argentina,2008,14325,14491,6792,34502
3742,Brazil,Argentina,2008,1722,1738,797,3773
3743,Chile,Argentina,2008,2025,2008,791,4317
3744,Colombia,Argentina,2008,1796,1861,805,3750
3745,Ecuador,Argentina,2008,458,469,197,1159
3746,Paraguay,Argentina,2008,25213,25433,12094,46509
3747,Peru,Argentina,2008,12914,13174,5566,26587
3748,Uruguay,Argentina,2008,1850,1777,817,4355
3749,Venezuela,Argentina,2008,619,642,268,1354
3750,USA,Argentina,2008,1792,1849,897,3869
3751,Canada,Argentina,2008,136,137,71,325
3752,Spain,Argentina,2008,1631,1678,833,3439
3753,America,Argentina,2008,1709,1737,731,3666
3754,Africa,Argentina,2008,236,231,114,534
3755,Asia,Argentina,2008,1210,1262,543,2494
3756,Europe,Argentina,2008,2764,2740,1200,5984
3757,Oceania,Argentina,2008,97,97,45,210
3758,Argentina,Bolivia,2008,5262,5134,2726,11964
3759,Brazil,Bolivia,2008,2331,2342,1131,4900
3760,Chile,Bolivia,2008,373,377,147,902
3761,Colombia,Bolivia,2008,182,187,78,407
3762,Ecuador,Bolivia,2008,66,68,31,143
3763,Paraguay,Bolivia,2008,280,273,139,604
3764,Peru,Bolivia,2008,588,591,258,1393
3765,Uruguay,Bolivia,2008,22,21,10,47
3766,Venezuela,Bolivia,2008,72,72,27,164
3767,USA,Bolivia,2008,1017,1026,446,2103
3768,Canada,Bolivia,2008,60,59,28,129
3769,Spain,Bolivia,2008,2642,2737,1060,5440
3770,America,Bolivia,2008,557,562,251,1184
3771,Africa,Bolivia,2008,55,54,28,128
3772,Asia,Bolivia,2008,282,281,140,649
3773,Europe,Bolivia,2008,828,810,390,1555
3774,Oceania,Bolivia,2008,18,18,8,42
3775,Argentina,Brazil,2008,2438,2460,1188,5219
3776,Bolivia,Brazil,2008,5022,5130,2113,11302
3777,Chile,Brazil,2008,865,849,389,1944
3778,Colombia,Brazil,2008,1121,1072,456,2930
3779,Ecuador,Brazil,2008,257,262,103,588
3780,Paraguay,Brazil,2008,10176,9946,4574,23531
3781,Peru,Brazil,2008,1392,1383,654,3347
3782,Uruguay,Brazil,2008,1688,1700,747,5030
3783,Venezuela,Brazil,2008,650,685,265,1463
3784,USA,Brazil,2008,18079,18831,7008,38151
3785,Canada,Brazil,2008,585,546,308,1589
3786,Spain,Brazil,2008,3656,3631,1590,7986
3787,America,Brazil,2008,1909,1920,717,4859
3788,Africa,Brazil,2008,2458,2223,955,6550
3789,Asia,Brazil,2008,15468,14536,6951,40145
3790,Europe,Brazil,2008,18012,18364,7278,49717
3791,Oceania,Brazil,2008,747,750,301,1728
3792,Argentina,Chile,2008,42116,44054,8933,145680
3793,Bolivia,Chile,2008,5155,5203,1828,20019
3794,Brazil,Chile,2008,2254,2275,953,6562
3795,Colombia,Chile,2008,5394,5371,1599,23655
3796,Ecuador,Chile,2008,11216,11270,2939,43969
3797,Paraguay,Chile,2008,550,541,236,1234
3798,Peru,Chile,2008,62568,68399,16880,220245
3799,Uruguay,Chile,2008,444,458,172,1117
3800,Venezuela,Chile,2008,4544,4319,1779,14630
3801,USA,Chile,2008,3376,3291,1277,7128
3802,Canada,Chile,2008,748,686,336,1718
3803,Spain,Chile,2008,2907,2826,1050,6780
3804,America,Chile,2008,5976,6024,2149,15599
3805,Africa,Chile,2008,311,306,87,873
3806,Asia,Chile,2008,1784,1798,711,4772
3807,Europe,Chile,2008,5564,5334,2113,13779
3808,Oceania,Chile,2008,891,856,334,2070
3809,Argentina,Colombia,2008,1055,1039,385,2706
3810,Bolivia,Colombia,2008,191,198,75,578
3811,Brazil,Colombia,2008,804,854,316,2201
3812,Chile,Colombia,2008,568,557,218,1378
3813,Ecuador,Colombia,2008,3436,3396,1328,9897
3814,Paraguay,Colombia,2008,49,53,16,122
3815,Peru,Colombia,2008,880,893,337,2015
3816,Uruguay,Colombia,2008,84,89,31,211
3817,Venezuela,Colombia,2008,50592,51004,18592,145155
3818,USA,Colombia,2008,9593,9629,4067,23419
3819,Canada,Colombia,2008,632,642,246,1639
3820,Spain,Colombia,2008,3624,3698,1413,9628
3821,America,Colombia,2008,4102,4135,1728,9614
3822,Africa,Colombia,2008,164,168,63,421
3823,Asia,Colombia,2008,1108,1151,440,2615
3824,Europe,Colombia,2008,3685,3683,1154,9344
3825,Oceania,Colombia,2008,390,399,122,1038
3826,Argentina,Ecuador,2008,273,262,126,621
3827,Bolivia,Ecuador,2008,94,96,38,240
3828,Brazil,Ecuador,2008,137,135,67,316
3829,Chile,Ecuador,2008,346,348,149,740
3830,Colombia,Ecuador,2008,7598,7354,3657,16410
3831,Paraguay,Ecuador,2008,21,21,10,58
3832,Peru,Ecuador,2008,1113,1078,439,2398
3833,Uruguay,Ecuador,2008,21,21,10,45
3834,Venezuela,Ecuador,2008,507,515,254,1091
3835,USA,Ecuador,2008,3860,3904,1866,7346
3836,Canada,Ecuador,2008,139,130,64,415
3837,Spain,Ecuador,2008,3508,3462,1608,8859
3838,America,Ecuador,2008,1142,1137,551,2341
3839,Africa,Ecuador,2008,48,49,20,112
3840,Asia,Ecuador,2008,524,527,245,1049
3841,Europe,Ecuador,2008,1748,1740,716,4633
3842,Oceania,Ecuador,2008,909,898,389,2159
3843,Argentina,Paraguay,2008,25163,26226,7726,110038
3844,Bolivia,Paraguay,2008,200,190,59,801
3845,Brazil,Paraguay,2008,3032,3186,801,9259
3846,Chile,Paraguay,2008,316,329,86,1118
3847,Colombia,Paraguay,2008,102,108,27,371
3848,Ecuador,Paraguay,2008,24,25,7,78
3849,Peru,Paraguay,2008,154,162,40,546
3850,Uruguay,Paraguay,2008,251,253,70,804
3851,Venezuela,Paraguay,2008,42,39,11,178
3852,USA,Paraguay,2008,537,477,191,2506
3853,Canada,Paraguay,2008,110,109,30,360
3854,Spain,Paraguay,2008,204,194,54,668
3855,America,Paraguay,2008,232,209,63,879
3856,Africa,Paraguay,2008,43,42,9,145
3857,Asia,Paraguay,2008,441,450,134,1400
3858,Europe,Paraguay,2008,561,559,164,1948
3859,Oceania,Paraguay,2008,9,8,3,30
3860,Argentina,Peru,2008,2536,2514,905,6448
3861,Bolivia,Peru,2008,737,734,317,1768
3862,Brazil,Peru,2008,752,747,307,1789
3863,Chile,Peru,2008,1393,1401,552,3342
3864,Colombia,Peru,2008,897,917,370,2220
3865,Ecuador,Peru,2008,646,670,291,1542
3866,Paraguay,Peru,2008,65,65,22,168
3867,Uruguay,Peru,2008,75,76,31,172
3868,Venezuela,Peru,2008,2143,2220,935,5923
3869,USA,Peru,2008,2421,2407,1088,6602
3870,Canada,Peru,2008,223,232,95,549
