N,Origin,Destination,year,mean_trueflows,median_trueflows,q2.5_trueflows,q97.5_trueflows
2839,Oceania,Paraguay,2002,10,10,5,22
2840,Argentina,Peru,2002,2702,2649,1140,6478
2841,Bolivia,Peru,2002,1569,1596,563,3501
2842,Brazil,Peru,2002,1437,1531,495,3275
2843,Chile,Peru,2002,2246,2054,971,6842
2844,Colombia,Peru,2002,1532,1490,569,4343
2845,Ecuador,Peru,2002,998,1010,430,2363
2846,Paraguay,Peru,2002,117,117,51,267
2847,Uruguay,Peru,2002,153,158,57,344
2848,Venezuela,Peru,2002,2050,2002,924,4668
2849,USA,Peru,2002,5427,5413,2265,11076
2850,Canada,Peru,2002,417,392,185,1115
2851,Spain,Peru,2002,2391,2424,1149,5442
2852,America,Peru,2002,1663,1743,674,3998
2853,Africa,Peru,2002,167,166,69,431
2854,Asia,Peru,2002,2375,2366,913,6234
2855,Europe,Peru,2002,3944,3892,1800,10582
2856,Oceania,Peru,2002,176,178,71,407
2857,Argentina,Uruguay,2002,2223,2147,902,6633
2858,Bolivia,Uruguay,2002,55,54,20,131
2859,Brazil,Uruguay,2002,1421,1501,523,3384
2860,Chile,Uruguay,2002,210,217,65,576
2861,Colombia,Uruguay,2002,79,78,33,197
2862,Ecuador,Uruguay,2002,48,49,18,129
2863,Paraguay,Uruguay,2002,190,191,83,432
2864,Peru,Uruguay,2002,103,105,43,312
2865,Venezuela,Uruguay,2002,128,125,49,340
2866,USA,Uruguay,2002,1054,1043,441,2629
2867,Canada,Uruguay,2002,144,149,48,391
2868,Spain,Uruguay,2002,1391,1444,634,3228
2869,America,Uruguay,2002,950,985,387,2101
2870,Africa,Uruguay,2002,147,149,59,393
2871,Asia,Uruguay,2002,471,463,211,1079
2872,Europe,Uruguay,2002,832,815,314,2228
2873,Oceania,Uruguay,2002,182,181,78,499
2874,Argentina,Venezuela,2002,635,662,252,1832
2875,Bolivia,Venezuela,2002,301,315,122,791
2876,Brazil,Venezuela,2002,1101,1153,420,2230
2877,Chile,Venezuela,2002,616,571,269,1683
2878,Colombia,Venezuela,2002,61002,59346,25384,160599
2879,Ecuador,Venezuela,2002,2164,2288,940,4560
2880,Paraguay,Venezuela,2002,64,63,26,165
2881,Peru,Venezuela,2002,2582,2615,842,7369
2882,Uruguay,Venezuela,2002,172,169,64,529
2883,USA,Venezuela,2002,3747,3685,1278,9725
2884,Canada,Venezuela,2002,317,313,134,682
2885,Spain,Venezuela,2002,2255,2336,819,5957
2886,America,Venezuela,2002,10237,10165,4570,28619
2887,Africa,Venezuela,2002,668,678,287,1569
2888,Asia,Venezuela,2002,4372,4562,1546,10195
2889,Europe,Venezuela,2002,4919,4717,1869,11689
2890,Oceania,Venezuela,2002,753,713,304,2062
2891,Bolivia,Argentina,2003,8502,8138,3495,21499
2892,Brazil,Argentina,2003,1541,1626,648,3332
2893,Chile,Argentina,2003,2669,2871,1083,7215
2894,Colombia,Argentina,2003,902,853,317,2204
2895,Ecuador,Argentina,2003,302,308,107,624
2896,Paraguay,Argentina,2003,13603,13325,5684,34921
2897,Peru,Argentina,2003,6709,6593,2553,16780
2898,Uruguay,Argentina,2003,1605,1596,789,3991
2899,Venezuela,Argentina,2003,370,355,151,877
2900,USA,Argentina,2003,1567,1537,612,3869
2901,Canada,Argentina,2003,129,132,48,326
2902,Spain,Argentina,2003,1497,1483,662,4491
2903,America,Argentina,2003,1700,1657,740,4847
2904,Africa,Argentina,2003,194,191,76,490
2905,Asia,Argentina,2003,1160,1228,500,2491
2906,Europe,Argentina,2003,2281,2290,861,5333
2907,Oceania,Argentina,2003,98,94,44,210
2908,Argentina,Bolivia,2003,4407,4259,1841,10965
2909,Brazil,Bolivia,2003,2307,2399,938,5035
2910,Chile,Bolivia,2003,479,449,186,1222
2911,Colombia,Bolivia,2003,165,170,73,349
2912,Ecuador,Bolivia,2003,81,82,33,220
2913,Paraguay,Bolivia,2003,209,210,87,490
2914,Peru,Bolivia,2003,648,636,277,1558
2915,Uruguay,Bolivia,2003,26,28,9,68
2916,Venezuela,Bolivia,2003,88,90,36,222
2917,USA,Bolivia,2003,981,996,366,2477
2918,Canada,Bolivia,2003,88,80,34,252
2919,Spain,Bolivia,2003,1148,1193,490,2545
2920,America,Bolivia,2003,551,542,241,1218
2921,Africa,Bolivia,2003,44,43,15,105
2922,Asia,Bolivia,2003,382,354,173,1228
2923,Europe,Bolivia,2003,746,738,331,2026
2924,Oceania,Bolivia,2003,25,26,9,60
2925,Argentina,Brazil,2003,3776,3596,1386,11754
2926,Bolivia,Brazil,2003,3352,3357,1585,8245
2927,Chile,Brazil,2003,1004,1011,378,2668
2928,Colombia,Brazil,2003,1085,1070,390,3225
2929,Ecuador,Brazil,2003,255,257,99,736
2930,Paraguay,Brazil,2003,9867,9896,3142,29568
2931,Peru,Brazil,2003,1906,1854,633,6298
2932,Uruguay,Brazil,2003,1522,1653,565,3526
2933,Venezuela,Brazil,2003,588,593,198,1743
2934,USA,Brazil,2003,11493,12063,4621,24479
2935,Canada,Brazil,2003,629,589,245,1970
2936,Spain,Brazil,2003,2435,2399,841,6128
2937,America,Brazil,2003,3340,3365,1349,8249
2938,Africa,Brazil,2003,2099,2208,738,5453
2939,Asia,Brazil,2003,15139,15060,6344,36725
2940,Europe,Brazil,2003,22036,21381,9895,57120
2941,Oceania,Brazil,2003,388,370,180,993
2942,Argentina,Chile,2003,25891,25789,7668,75085
2943,Bolivia,Chile,2003,3124,3090,1252,8550
2944,Brazil,Chile,2003,2019,1980,920,4584
2945,Colombia,Chile,2003,2396,2305,781,10044
2946,Ecuador,Chile,2003,5731,5591,2187,16049
2947,Paraguay,Chile,2003,456,458,188,1263
2948,Peru,Chile,2003,22103,20958,8407,73753
2949,Uruguay,Chile,2003,387,389,184,913
2950,Venezuela,Chile,2003,2305,2325,939,5078
2951,USA,Chile,2003,2962,3003,1206,7228
2952,Canada,Chile,2003,797,822,305,1822
2953,Spain,Chile,2003,2388,2346,988,5768
2954,America,Chile,2003,3681,3657,1492,8365
2955,Africa,Chile,2003,271,272,119,634
2956,Asia,Chile,2003,1546,1450,628,4030
2957,Europe,Chile,2003,4072,3990,1793,10367
2958,Oceania,Chile,2003,701,728,236,1531
2959,Argentina,Colombia,2003,722,722,300,1988
2960,Bolivia,Colombia,2003,174,169,84,377
2961,Brazil,Colombia,2003,615,637,227,1384
2962,Chile,Colombia,2003,305,323,121,631
2963,Ecuador,Colombia,2003,2267,2285,1091,5876
2964,Paraguay,Colombia,2003,43,43,20,88
2965,Peru,Colombia,2003,559,568,265,1279
2966,Uruguay,Colombia,2003,99,97,44,188
2967,Venezuela,Colombia,2003,16571,16600,7553,35059
2968,USA,Colombia,2003,8923,9330,3546,17327
2969,Canada,Colombia,2003,680,702,282,1666
2970,Spain,Colombia,2003,2967,3232,1239,6072
2971,America,Colombia,2003,3016,3121,1408,6313
2972,Africa,Colombia,2003,97,97,44,236
2973,Asia,Colombia,2003,1014,998,458,2312
2974,Europe,Colombia,2003,3429,3262,1600,8686
2975,Oceania,Colombia,2003,349,355,160,684
2976,Argentina,Ecuador,2003,247,254,89,575
2977,Bolivia,Ecuador,2003,74,75,31,194
2978,Brazil,Ecuador,2003,135,135,57,377
2979,Chile,Ecuador,2003,288,278,127,680
2980,Colombia,Ecuador,2003,4979,4945,2062,13241
2981,Paraguay,Ecuador,2003,15,16,7,38
2982,Peru,Ecuador,2003,814,830,334,2214
2983,Uruguay,Ecuador,2003,22,21,10,47
2984,Venezuela,Ecuador,2003,398,367,176,1224
2985,USA,Ecuador,2003,3092,3112,1094,10068
2986,Canada,Ecuador,2003,166,171,63,448
2987,Spain,Ecuador,2003,1844,1886,773,4618
2988,America,Ecuador,2003,894,953,316,2061
2989,Africa,Ecuador,2003,54,55,20,155
2990,Asia,Ecuador,2003,434,455,170,1013
2991,Europe,Ecuador,2003,1292,1311,527,3000
2992,Oceania,Ecuador,2003,251,237,107,749
2993,Argentina,Paraguay,2003,14926,15057,4755,42578
2994,Bolivia,Paraguay,2003,160,155,61,451
2995,Brazil,Paraguay,2003,3566,3483,1000,11108
2996,Chile,Paraguay,2003,224,222,60,637
2997,Colombia,Paraguay,2003,55,58,18,164
2998,Ecuador,Paraguay,2003,19,18,7,50
2999,Peru,Paraguay,2003,128,129,43,400
3000,Uruguay,Paraguay,2003,250,247,76,731
3001,Venezuela,Paraguay,2003,24,23,7,68
3002,USA,Paraguay,2003,393,379,161,1068
3003,Canada,Paraguay,2003,128,127,43,334
3004,Spain,Paraguay,2003,123,120,47,340
3005,America,Paraguay,2003,209,210,73,599
3006,Africa,Paraguay,2003,30,30,8,97
3007,Asia,Paraguay,2003,413,407,135,1277
3008,Europe,Paraguay,2003,361,363,99,866
3009,Oceania,Paraguay,2003,8,8,3,21
3010,Argentina,Peru,2003,2268,2253,1009,4189
3011,Bolivia,Peru,2003,832,857,410,1564
3012,Brazil,Peru,2003,857,873,467,1636
3013,Chile,Peru,2003,1529,1582,798,2764
3014,Colombia,Peru,2003,684,669,304,1380
3015,Ecuador,Peru,2003,405,399,189,728
3016,Paraguay,Peru,2003,79,81,38,143
3017,Uruguay,Peru,2003,93,93,44,175
3018,Venezuela,Peru,2003,1000,1033,546,1982
3019,USA,Peru,2003,2910,2897,1338,5589
3020,Canada,Peru,2003,232,233,121,454
3021,Spain,Peru,2003,1045,1103,489,2246
3022,America,Peru,2003,874,843,480,1794
3023,Africa,Peru,2003,73,79,33,139
3024,Asia,Peru,2003,1297,1312,611,2874
3025,Europe,Peru,2003,2039,2061,1072,4033
3026,Oceania,Peru,2003,98,99,51,192
3027,Argentina,Uruguay,2003,2487,2579,909,6607
3028,Bolivia,Uruguay,2003,55,57,20,136
3029,Brazil,Uruguay,2003,1353,1313,566,3516
3030,Chile,Uruguay,2003,221,211,92,528
3031,Colombia,Uruguay,2003,76,78,26,221
3032,Ecuador,Uruguay,2003,48,47,20,120
3033,Paraguay,Uruguay,2003,224,233,72,566
3034,Peru,Uruguay,2003,117,118,51,321
3035,Venezuela,Uruguay,2003,136,139,56,326
3036,USA,Uruguay,2003,1226,1298,472,2923
3037,Canada,Uruguay,2003,185,179,72,494
3038,Spain,Uruguay,2003,1362,1401,548,3269
3039,America,Uruguay,2003,937,949,265,2438
3040,Africa,Uruguay,2003,140,142,48,320
3041,Asia,Uruguay,2003,422,440,158,915
3042,Europe,Uruguay,2003,827,871,340,3020
3043,Oceania,Uruguay,2003,185,181,83,453
3044,Argentina,Venezuela,2003,782,806,265,2090
3045,Bolivia,Venezuela,2003,328,325,119,982
3046,Brazil,Venezuela,2003,1047,1005,379,2477
3047,Chile,Venezuela,2003,608,648,216,1486
3048,Colombia,Venezuela,2003,61650,59358,23476,193993
3049,Ecuador,Venezuela,2003,2130,2173,750,5308
3050,Paraguay,Venezuela,2003,79,80,28,203
3051,Peru,Venezuela,2003,2564,2543,930,6677
3052,Uruguay,Venezuela,2003,115,119,40,300
3053,USA,Venezuela,2003,3577,3490,1358,9427
3054,Canada,Venezuela,2003,358,358,147,892
3055,Spain,Venezuela,2003,2148,2198,744,5261
3056,America,Venezuela,2003,10304,10099,3358,26858
3057,Africa,Venezuela,2003,756,758,306,2019
3058,Asia,Venezuela,2003,4768,4850,1913,13499
3059,Europe,Venezuela,2003,6148,6563,2363,15322
3060,Oceania,Venezuela,2003,670,656,287,1486
3061,Bolivia,Argentina,2004,9704,9637,4473,25762
3062,Brazil,Argentina,2004,1395,1430,569,3185
3063,Chile,Argentina,2004,2861,2883,1202,6656
3064,Colombia,Argentina,2004,1024,986,420,2596
3065,Ecuador,Argentina,2004,361,356,168,951
3066,Paraguay,Argentina,2004,14535,15544,5734,33661
3067,Peru,Argentina,2004,7909,7427,3547,20392
3068,Uruguay,Argentina,2004,1522,1477,617,3961
3069,Venezuela,Argentina,2004,440,456,166,941
3070,USA,Argentina,2004,1617,1589,596,3819
3071,Canada,Argentina,2004,128,129,46,354
3072,Spain,Argentina,2004,1423,1415,616,2893
3073,America,Argentina,2004,1685,1659,659,4116
3074,Africa,Argentina,2004,210,198,85,580
3075,Asia,Argentina,2004,1078,1051,459,2931
3076,Europe,Argentina,2004,2290,2233,977,6004
3077,Oceania,Argentina,2004,95,95,38,247
3078,Argentina,Bolivia,2004,4731,4889,1956,11387
3079,Brazil,Bolivia,2004,2360,2403,938,6846
3080,Chile,Bolivia,2004,495,520,230,1149
3081,Colombia,Bolivia,2004,176,182,67,457
3082,Ecuador,Bolivia,2004,81,79,31,249
3083,Paraguay,Bolivia,2004,257,252,133,626
3084,Peru,Bolivia,2004,705,701,287,1776
3085,Uruguay,Bolivia,2004,28,28,10,82
3086,Venezuela,Bolivia,2004,98,95,38,205
3087,USA,Bolivia,2004,1066,1040,391,2837
3088,Canada,Bolivia,2004,82,81,34,236
3089,Spain,Bolivia,2004,1389,1368,536,3169
3090,America,Bolivia,2004,622,614,239,1587
3091,Africa,Bolivia,2004,53,53,18,140
3092,Asia,Bolivia,2004,432,397,171,1169
3093,Europe,Bolivia,2004,725,702,295,1791
3094,Oceania,Bolivia,2004,23,24,8,51
3095,Argentina,Brazil,2004,3316,3539,1125,7721
3096,Bolivia,Brazil,2004,3632,3542,1401,8704
3097,Chile,Brazil,2004,1013,974,433,2339
3098,Colombia,Brazil,2004,976,924,349,2663
3099,Ecuador,Brazil,2004,248,249,94,790
3100,Paraguay,Brazil,2004,10527,9778,3450,30263
3101,Peru,Brazil,2004,1607,1654,568,3600
3102,Uruguay,Brazil,2004,1438,1498,558,3477
3103,Venezuela,Brazil,2004,613,610,212,1573
3104,USA,Brazil,2004,10851,11438,4112,26363
3105,Canada,Brazil,2004,584,589,217,1365
3106,Spain,Brazil,2004,2372,2472,797,7557
3107,America,Brazil,2004,2802,2968,1045,6982
3108,Africa,Brazil,2004,1997,1967,765,5786
3109,Asia,Brazil,2004,14040,14434,5169,34240
3110,Europe,Brazil,2004,19609,19389,8093,47975
3111,Oceania,Brazil,2004,373,370,156,1069
3112,Argentina,Chile,2004,27114,25926,11477,77466
3113,Bolivia,Chile,2004,3342,3379,945,10347
3114,Brazil,Chile,2004,1980,2036,945,5257
3115,Colombia,Chile,2004,2760,2725,906,12592
3116,Ecuador,Chile,2004,6555,6498,1869,22550
3117,Paraguay,Chile,2004,498,487,221,1371
3118,Peru,Chile,2004,27123,26353,8760,71687
3119,Uruguay,Chile,2004,425,409,175,1015
3120,Venezuela,Chile,2004,2574,2522,980,6136
3121,USA,Chile,2004,2990,2965,1326,6422
3122,Canada,Chile,2004,813,800,342,2267
3123,Spain,Chile,2004,2773,2702,1369,6344
3124,America,Chile,2004,4140,4021,1463,9754
3125,Africa,Chile,2004,269,266,112,692
3126,Asia,Chile,2004,1806,1804,869,4042
3127,Europe,Chile,2004,4601,4650,1685,9772
3128,Oceania,Chile,2004,690,698,243,1856
3129,Argentina,Colombia,2004,688,648,333,1588
3130,Bolivia,Colombia,2004,139,144,62,298
3131,Brazil,Colombia,2004,626,628,252,1375
3132,Chile,Colombia,2004,333,340,140,685
3133,Ecuador,Colombia,2004,2858,2926,1237,6488
3134,Paraguay,Colombia,2004,52,49,25,121
3135,Peru,Colombia,2004,732,714,349,1587
3136,Uruguay,Colombia,2004,35,35,15,83
3137,Venezuela,Colombia,2004,19493,20070,7727,49952
3138,USA,Colombia,2004,9632,9910,4452,19210
3139,Canada,Colombia,2004,689,691,296,1579
3140,Spain,Colombia,2004,3208,3142,1178,7546
3141,America,Colombia,2004,3706,3600,1633,8738
3142,Africa,Colombia,2004,174,169,69,370
3143,Asia,Colombia,2004,855,827,403,1885
3144,Europe,Colombia,2004,3290,3220,1584,7607
3145,Oceania,Colombia,2004,340,347,150,665
3146,Argentina,Ecuador,2004,217,211,96,542
3147,Bolivia,Ecuador,2004,70,70,26,182
3148,Brazil,Ecuador,2004,141,152,48,348
3149,Chile,Ecuador,2004,265,269,113,651
3150,Colombia,Ecuador,2004,4907,4904,1813,11677
3151,Paraguay,Ecuador,2004,17,17,7,47
3152,Peru,Ecuador,2004,772,749,351,1823
3153,Uruguay,Ecuador,2004,19,20,8,44
3154,Venezuela,Ecuador,2004,389,375,178,1248
3155,USA,Ecuador,2004,2824,2858,1234,7418
3156,Canada,Ecuador,2004,138,132,56,351
3157,Spain,Ecuador,2004,1883,1896,735,4410
3158,America,Ecuador,2004,944,960,361,2419
3159,Africa,Ecuador,2004,50,51,18,174
3160,Asia,Ecuador,2004,422,433,185,986
3161,Europe,Ecuador,2004,1382,1384,565,3649
3162,Oceania,Ecuador,2004,318,304,118,836
3163,Argentina,Paraguay,2004,14858,14999,4879,43712
3164,Bolivia,Paraguay,2004,195,186,76,521
3165,Brazil,Paraguay,2004,3310,3335,789,11470
3166,Chile,Paraguay,2004,256,244,89,1012
3167,Colombia,Paraguay,2004,63,60,21,195
3168,Ecuador,Paraguay,2004,23,24,8,69
3169,Peru,Paraguay,2004,148,161,50,561
3170,Uruguay,Paraguay,2004,256,271,74,723
3171,Venezuela,Paraguay,2004,28,27,7,98
3172,USA,Paraguay,2004,450,471,178,1301
3173,Canada,Paraguay,2004,120,113,39,405
3174,Spain,Paraguay,2004,136,126,36,490
3175,America,Paraguay,2004,234,226,74,939
3176,Africa,Paraguay,2004,33,34,10,89
3177,Asia,Paraguay,2004,478,489,147,1397
3178,Europe,Paraguay,2004,429,454,133,1167
3179,Oceania,Paraguay,2004,7,7,2,27
3180,Argentina,Peru,2004,2212,2248,1078,4648
3181,Bolivia,Peru,2004,835,850,432,1931
3182,Brazil,Peru,2004,712,680,346,1413
3183,Chile,Peru,2004,1320,1339,628,2549
3184,Colombia,Peru,2004,628,621,322,1305
3185,Ecuador,Peru,2004,444,449,230,894
3186,Paraguay,Peru,2004,80,77,42,158
3187,Uruguay,Peru,2004,82,84,39,155
3188,Venezuela,Peru,2004,1104,1123,534,2343
3189,USA,Peru,2004,2408,2320,1270,5086
3190,Canada,Peru,2004,191,188,86,426
3191,Spain,Peru,2004,966,971,515,2027
3192,America,Peru,2004,860,899,390,1573
3193,Africa,Peru,2004,77,79,35,166
3194,Asia,Peru,2004,1258,1259,604,2422
3195,Europe,Peru,2004,1778,1676,918,4147
3196,Oceania,Peru,2004,96,95,48,200
3197,Argentina,Uruguay,2004,2816,2877,970,7428
3198,Bolivia,Uruguay,2004,63,64,30,136
3199,Brazil,Uruguay,2004,1537,1591,562,4597
3200,Chile,Uruguay,2004,209,208,72,561
3201,Colombia,Uruguay,2004,83,81,37,233
3202,Ecuador,Uruguay,2004,50,51,15,139
3203,Paraguay,Uruguay,2004,219,226,95,496
3204,Peru,Uruguay,2004,138,139,58,316
3205,Venezuela,Uruguay,2004,159,163,55,404
3206,USA,Uruguay,2004,1454,1344,552,4102
3207,Canada,Uruguay,2004,184,179,64,517
3208,Spain,Uruguay,2004,1660,1714,606,4382
3209,America,Uruguay,2004,954,972,408,2654
3210,Africa,Uruguay,2004,125,132,41,289
3211,Asia,Uruguay,2004,396,411,157,1086
3212,Europe,Uruguay,2004,878,865,344,2187
3213,Oceania,Uruguay,2004,175,175,57,534
3214,Argentina,Venezuela,2004,741,738,266,2242
3215,Bolivia,Venezuela,2004,333,318,103,809
3216,Brazil,Venezuela,2004,981,1041,343,2414
3217,Chile,Venezuela,2004,623,628,236,1916
3218,Colombia,Venezuela,2004,55587,51962,22337,138449
3219,Ecuador,Venezuela,2004,1935,2007,731,4881
3220,Paraguay,Venezuela,2004,70,68,28,163
3221,Peru,Venezuela,2004,2402,2363,959,7776
3222,Uruguay,Venezuela,2004,100,99,43,290
3223,USA,Venezuela,2004,3112,3088,1041,8933
3224,Canada,Venezuela,2004,335,327,129,890
3225,Spain,Venezuela,2004,2048,2096,794,6090
3226,America,Venezuela,2004,10510,11232,3778,31841
3227,Africa,Venezuela,2004,790,777,352,1859
3228,Asia,Venezuela,2004,4539,4510,1585,12806
3229,Europe,Venezuela,2004,5235,4707,1762,19272
3230,Oceania,Venezuela,2004,562,553,231,1435
3231,Bolivia,Argentina,2005,9523,9676,2965,22947
3232,Brazil,Argentina,2005,1477,1448,613,3554
3233,Chile,Argentina,2005,2852,2893,1181,6774
3234,Colombia,Argentina,2005,1222,1200,436,3026
3235,Ecuador,Argentina,2005,426,427,168,1075
3236,Paraguay,Argentina,2005,17858,18723,7869,40135
3237,Peru,Argentina,2005,10150,10312,3869,27113
3238,Uruguay,Argentina,2005,1815,1812,755,4710
3239,Venezuela,Argentina,2005,522,537,217,1091
3240,USA,Argentina,2005,1773,1741,809,4968
3241,Canada,Argentina,2005,148,150,61,349
3242,Spain,Argentina,2005,1658,1639,724,3743
3243,America,Argentina,2005,1898,1861,831,4580
3244,Africa,Argentina,2005,217,216,92,540
3245,Asia,Argentina,2005,1218,1202,455,2792
3246,Europe,Argentina,2005,2482,2565,941,5628
3247,Oceania,Argentina,2005,95,100,35,251
3248,Argentina,Bolivia,2005,5476,5375,2194,14385
3249,Brazil,Bolivia,2005,2371,2483,887,5668
3250,Chile,Bolivia,2005,486,485,204,1268
3251,Colombia,Bolivia,2005,203,210,72,495
3252,Ecuador,Bolivia,2005,72,68,28,225
3253,Paraguay,Bolivia,2005,258,260,91,678
3254,Peru,Bolivia,2005,684,722,238,1441
3255,Uruguay,Bolivia,2005,26,26,9,73
3256,Venezuela,Bolivia,2005,97,95,36,247
3257,USA,Bolivia,2005,1054,1022,341,3397
3258,Canada,Bolivia,2005,85,87,30,211
3259,Spain,Bolivia,2005,1625,1764,493,5159
3260,America,Bolivia,2005,587,576,227,1725
3261,Africa,Bolivia,2005,46,47,16,149
3262,Asia,Bolivia,2005,428,416,149,1102
3263,Europe,Bolivia,2005,729,760,279,2256
3264,Oceania,Bolivia,2005,23,24,9,53
3265,Argentina,Brazil,2005,3717,3831,1455,8726
3266,Bolivia,Brazil,2005,3562,3964,1153,8578
3267,Chile,Brazil,2005,1075,1159,327,3095
3268,Colombia,Brazil,2005,1232,1216,526,2959
3269,Ecuador,Brazil,2005,282,277,101,789
3270,Paraguay,Brazil,2005,11339,11441,4152,38676
3271,Peru,Brazil,2005,1642,1759,532,3661
3272,Uruguay,Brazil,2005,1735,1824,587,4418
3273,Venezuela,Brazil,2005,715,688,260,1973
3274,USA,Brazil,2005,13204,12676,4590,38045
3275,Canada,Brazil,2005,712,722,226,1989
3276,Spain,Brazil,2005,3026,3027,1165,7242
3277,America,Brazil,2005,2755,2584,839,7918
3278,Africa,Brazil,2005,2117,2033,753,6327
3279,Asia,Brazil,2005,15462,15234,5737,47259
3280,Europe,Brazil,2005,20251,20400,8011,54404
3281,Oceania,Brazil,2005,443,432,168,1650
3282,Argentina,Chile,2005,32023,32596,11184,85246
3283,Bolivia,Chile,2005,3872,3813,1395,10900
3284,Brazil,Chile,2005,1974,1969,983,4342
3285,Colombia,Chile,2005,3369,3312,948,11626
3286,Ecuador,Chile,2005,8184,7972,2416,30179
3287,Paraguay,Chile,2005,444,441,231,1158
3288,Peru,Chile,2005,35100,35710,9726,92856
3289,Uruguay,Chile,2005,424,437,191,866
3290,Venezuela,Chile,2005,3352,3334,1354,9111
3291,USA,Chile,2005,3176,3117,1526,7646
3292,Canada,Chile,2005,776,737,319,2129
3293,Spain,Chile,2005,2886,2989,1164,8185
3294,America,Chile,2005,4259,4285,1566,10327
3295,Africa,Chile,2005,256,265,95,634
3296,Asia,Chile,2005,1793,1824,616,4711
3297,Europe,Chile,2005,4847,5009,2062,11973
3298,Oceania,Chile,2005,730,735,319,1847
3299,Argentina,Colombia,2005,864,855,367,2019
3300,Bolivia,Colombia,2005,156,151,84,360
3301,Brazil,Colombia,2005,587,590,255,1296
3302,Chile,Colombia,2005,393,399,169,844
3303,Ecuador,Colombia,2005,3130,3082,1327,7796
3304,Paraguay,Colombia,2005,50,50,18,124
3305,Peru,Colombia,2005,785,750,384,2013
3306,Uruguay,Colombia,2005,75,72,32,182
3307,Venezuela,Colombia,2005,20187,19593,10679,45654
3308,USA,Colombia,2005,9560,9786,4463,18010
3309,Canada,Colombia,2005,452,447,185,916
3310,Spain,Colombia,2005,3833,3639,1674,9967
3311,America,Colombia,2005,4422,4490,1986,9263
3312,Africa,Colombia,2005,178,172,91,440
3313,Asia,Colombia,2005,1116,1130,513,2625
3314,Europe,Colombia,2005,4212,4350,1892,9037
3315,Oceania,Colombia,2005,262,268,134,534
3316,Argentina,Ecuador,2005,218,241,84,490
3317,Bolivia,Ecuador,2005,59,59,22,169
3318,Brazil,Ecuador,2005,121,118,47,326
3319,Chile,Ecuador,2005,271,279,84,659
3320,Colombia,Ecuador,2005,4274,4409,1720,10133
3321,Paraguay,Ecuador,2005,14,14,5,39
3322,Peru,Ecuador,2005,737,704,279,1893
3323,Uruguay,Ecuador,2005,16,16,6,36
3324,Venezuela,Ecuador,2005,367,374,128,799
3325,USA,Ecuador,2005,2589,2694,1032,6744
3326,Canada,Ecuador,2005,129,126,48,325
3327,Spain,Ecuador,2005,1894,1798,905,4365
3328,America,Ecuador,2005,795,794,375,1712
3329,Africa,Ecuador,2005,37,35,15,98
3330,Asia,Ecuador,2005,325,325,101,770
3331,Europe,Ecuador,2005,1098,1099,395,3978
3332,Oceania,Ecuador,2005,313,308,140,813
3333,Argentina,Paraguay,2005,18348,18339,6018,78007
3334,Bolivia,Paraguay,2005,182,171,62,525
3335,Brazil,Paraguay,2005,3387,3781,840,10753
3336,Chile,Paraguay,2005,275,266,91,1147
3337,Colombia,Paraguay,2005,72,71,27,252
3338,Ecuador,Paraguay,2005,24,24,10,70
3339,Peru,Paraguay,2005,142,142,50,386
3340,Uruguay,Paraguay,2005,289,295,72,931
3341,Venezuela,Paraguay,2005,30,29,10,94
3342,USA,Paraguay,2005,497,502,146,1599
3343,Canada,Paraguay,2005,109,105,31,355
3344,Spain,Paraguay,2005,146,147,55,482
3345,America,Paraguay,2005,252,245,88,816
3346,Africa,Paraguay,2005,35,33,10,132
3347,Asia,Paraguay,2005,448,436,172,1261
3348,Europe,Paraguay,2005,460,443,149,1540
3349,Oceania,Paraguay,2005,8,8,2,24
3350,Argentina,Peru,2005,2161,2031,1142,4485
3351,Bolivia,Peru,2005,648,637,321,1554
3352,Brazil,Peru,2005,592,611,279,1115
3353,Chile,Peru,2005,1241,1245,593,2166
3354,Colombia,Peru,2005,649,625,339,1386
3355,Ecuador,Peru,2005,398,407,184,760
3356,Paraguay,Peru,2005,64,67,31,121
3357,Uruguay,Peru,2005,71,70,32,143
3358,Venezuela,Peru,2005,1045,1047,571,2074
3359,USA,Peru,2005,2282,2205,1034,5116
3360,Canada,Peru,2005,179,181,95,336
3361,Spain,Peru,2005,944,938,479,1788
3362,America,Peru,2005,789,792,387,1634
3363,Africa,Peru,2005,62,61,30,125
3364,Asia,Peru,2005,1104,1111,534,2086
3365,Europe,Peru,2005,1608,1653,714,3264
3366,Oceania,Peru,2005,82,83,42,165
3367,Argentina,Uruguay,2005,3143,3150,1005,8102
3368,Bolivia,Uruguay,2005,61,63,21,155
3369,Brazil,Uruguay,2005,1389,1467,416,3272
3370,Chile,Uruguay,2005,251,249,102,652
3371,Colombia,Uruguay,2005,97,89,37,418
3372,Ecuador,Uruguay,2005,65,66,26,191
3373,Paraguay,Uruguay,2005,228,230,98,580
3374,Peru,Uruguay,2005,167,163,55,469
3375,Venezuela,Uruguay,2005,155,157,63,382
3376,USA,Uruguay,2005,1555,1625,586,3986
3377,Canada,Uruguay,2005,165,170,56,418
3378,Spain,Uruguay,2005,2028,2049,818,5649
3379,America,Uruguay,2005,900,916,307,2007
3380,Africa,Uruguay,2005,126,125,48,385
3381,Asia,Uruguay,2005,405,412,146,1178
3382,Europe,Uruguay,2005,915,878,327,2463
3383,Oceania,Uruguay,2005,178,181,80,458
3384,Argentina,Venezuela,2005,654,690,212,1510
